elem_index,treatment,period_calendar,treatment_qty,treatment_comment,treatment_reason
23134,cs_resurf,2023,8040,"1CHIP, function: R, on date: 2023-01-16",committed-17_491_4541_All
23146,ac_resurf,2023,436,"ACM, function: R, on date: 2023-10-06",committed-17_491_9040_All
23161,cs_resurf,2023,5809.2,"RACK, function: R, on date: 2023-01-13",committed-17_491_12286_All
23174,cs_rehab,2023,4230,"2CHIP, function: 1, on date: 2023-04-06",committed-17_492_3580_All
23245,ac_resurf,2023,872.1,"ACM, function: R, on date: 2023-04-06",committed-17_494_273_All
23246,ac_resurf,2023,872.1,"ACM, function: R, on date: 2023-04-06",committed-17_494_330_All
23264,cs_resurf,2023,623,"2CHIP, function: R, on date: 2024-02-02",committed-17_494_6053_All
23274,cs_resurf,2023,362.7,"2CHIP, function: R, on date: 2023-03-20",committed-17_494_8383_All
23275,cs_resurf,2023,5918.6,"2CHIP, function: R, on date: 2023-03-20",committed-17_494_8414_All
23276,cs_resurf,2023,4444,"2CHIP, function: R, on date: 2023-03-21",committed-17_494_9000_All
23287,cs_resurf,2023,6328,"2CHIP, function: R, on date: 2023-03-19",committed-17_496_810_All
23290,cs_resurf,2023,2997,"2CHIP, function: R, on date: 2023-03-26",committed-17_496_1507_All
23293,cs_resurf,2023,1418.1,"2CHIP, function: R, on date: 2024-02-02",committed-17_496_2190_All
23294,cs_resurf,2023,5389.2,"2CHIP, function: R, on date: 2024-02-02",committed-17_496_2353_All
23319,cs_resurf,2023,6587.5,"2CHIP, function: R, on date: 2024-01-22",committed-17_497_5166_All
23350,cs_resurf,2023,11958.4,"2CHIP, function: R, on date: 2023-12-06",committed-17_498_344_All
23389,cs_resurf,2023,10866.9,"1CHIP, function: R, on date: 2024-01-23",committed-17_499_979_All
23428,cs_resurf,2023,7070.7,"2CHIP, function: R, on date: 2024-01-23",committed-17_500_2723_All
23429,cs_resurf,2023,5198,"2CHIP, function: R, on date: 2023-01-08",committed-17_500_3500_All
23430,cs_resurf,2023,2891,"2CHIP, function: R, on date: 2024-01-24",committed-17_500_4065_All
23431,cs_resurf,2023,2646,"2CHIP, function: R, on date: 2024-01-24",committed-17_500_4360_All
23432,cs_resurf,2023,5074.5,"2CHIP, function: R, on date: 2024-01-24",committed-17_500_4630_All
23433,cs_resurf,2023,153,"2CHIP, function: R, on date: 2024-02-08",committed-17_500_5227_All
23434,cs_resurf,2023,2501.7,"2CHIP, function: R, on date: 2024-02-08",committed-17_500_5245_All
23435,cs_resurf,2023,2873.7,"2CHIP, function: R, on date: 2024-02-08",committed-17_500_5514_All
23436,cs_resurf,2023,1832.1,"2CHIP, function: R, on date: 2023-01-26",committed-17_500_5823_All
23439,cs_resurf,2023,3227.1,"2CHIP, function: R, on date: 2023-01-25",committed-17_500_6643_All
23440,cs_resurf,2023,2325,"2CHIP, function: R, on date: 2023-01-25",committed-17_500_6990_All
23441,cs_resurf,2023,1302,"2CHIP, function: R, on date: 2023-01-25",committed-17_500_7240_All
23442,cs_resurf,2023,7098,"2CHIP, function: R, on date: 2023-01-25",committed-17_500_7380_All
23447,cs_resurf,2023,4265.6,"2CHIP, function: R, on date: 2023-01-27",committed-17_501_1098_All
23458,cs_resurf,2023,2992,"2CHIP, function: R, on date: 2023-01-19",committed-17_501_6005_All
23471,cs_resurf,2023,14450,"2CHIP, function: R, on date: 2023-12-01",committed-17_501_12000_All
23472,cs_resurf,2023,4800,"2CHIP, function: R, on date: 2023-12-01",committed-17_501_13700_All
23473,cs_resurf,2023,3360,"1CHIP, function: R, on date: 2024-01-25",committed-17_501_14300_All
23474,cs_resurf,2023,3822,"2CHIP, function: R, on date: 2024-01-25",committed-17_501_14720_All
23480,cs_resurf,2023,1863.2,"2CHIP, function: R, on date: 2024-01-25",committed-17_503_0_All
23516,cs_resurf,2023,5306.4,"2CHIP, function: 2, on date: 2023-02-22",committed-17_504_4708_All
23517,cs_resurf,2023,2043.5,"2CHIP, function: R, on date: 2023-02-22",committed-17_504_5500_All
23523,cs_resurf,2023,2101.8,"1CHIP, function: 2, on date: 2023-02-21",committed-17_504_8645_All
23534,cs_resurf,2023,6247.2,"2CHIP, function: R, on date: 2023-12-04",committed-17_504_15206_All
23538,cs_resurf,2023,1681.7,"1CHIP, function: R, on date: 2023-12-04",committed-17_504_16980_All
23540,cs_resurf,2023,1768,"2CHIP, function: R, on date: 2023-12-05",committed-17_505_46_All
23561,cs_resurf,2023,2268.5,"2CHIP, function: R, on date: 2023-01-23",committed-17_505_11861_All
23576,cs_resurf,2023,1934.5,"2CHIP, function: R, on date: 2023-01-23",committed-17_506_6285_All
23578,cs_resurf,2023,816,"2CHIP, function: R, on date: 2023-01-24",committed-17_506_7020_All
23580,cs_resurf,2023,1224,"RACK, function: R, on date: 2023-01-24",committed-17_506_7280_All
23581,cs_resurf,2023,1288.8,"2CHIP, function: R, on date: 2024-02-03",committed-17_506_7450_All
23582,cs_resurf,2023,5932.5,"2CHIP, function: R, on date: 2024-02-03",committed-17_506_7629_All
23583,cs_resurf,2023,1650,"2CHIP, function: R, on date: 2023-01-24",committed-17_506_8420_All
23584,cs_resurf,2023,5287.5,"2CHIP, function: R, on date: 2023-01-24",committed-17_506_8640_All
23588,cs_resurf,2023,450,"2CHIP, function: R, on date: 2023-01-24",committed-17_506_9720_All
23589,cs_resurf,2023,1850,"2CHIP, function: R, on date: 2023-01-24",committed-17_506_9780_All
23592,cs_resurf,2023,1162,"2CHIP, function: R, on date: 2023-02-21",committed-17_506_10688_All
23593,cs_resurf,2023,2486.4,"2CHIP, function: R, on date: 2023-02-21",committed-17_506_10854_All
23596,cs_resurf,2023,2146,"1CHIP, function: R, on date: 2023-12-11",committed-17_506_14358_All
23603,cs_resurf,2023,2376,"1CHIP, function: R, on date: 2023-12-11",committed-17_508_1510_All
23605,cs_resurf,2023,1828.8,"1CHIP, function: R, on date: 2024-02-01",committed-17_508_2243_All
23606,cs_resurf,2023,1569.6,"2CHIP, function: R, on date: 2024-02-01",committed-17_508_2497_All
23611,cs_resurf,2023,213,"2CHIP, function: R, on date: 2023-02-21",committed-17_508_6750_All
23612,cs_resurf,2023,5538,"2CHIP, function: R, on date: 2023-02-21",committed-17_508_6780_All
23635,cs_resurf,2023,11950.4,"1CHIP, function: R, on date: 2023-12-12",committed-17_2794_11649_All
23644,cs_resurf,2023,3222.4,"2CHIP, function: R, on date: 2024-02-07",committed-17_3558_2420_All
23658,cs_resurf,2023,5880,"2CHIP, function: R, on date: 2024-01-15",committed-17_3558_8412_All
23660,cs_resurf,2023,1104,"2CHIP, function: R, on date: 2023-01-20",committed-17_3558_9940_L1
23662,cs_resurf,2023,3528,"2CHIP, function: R, on date: 2023-01-20",committed-17_3558_9940_R1
23663,cs_resurf,2023,2424,"2CHIP, function: R, on date: 2023-01-20",committed-17_3558_10170_L1
23670,cs_resurf,2023,5282.2,"2CHIP, function: R, on date: 2024-01-16",committed-17_3558_13113_All
23671,cs_resurf,2023,7034.9,"2CHIP, function: R, on date: 2024-01-16",committed-17_3558_13652_All
23672,cs_resurf,2023,1176.6,"1CHIP, function: R, on date: 2024-01-17",committed-17_3558_14335_All
23677,cs_resurf,2023,10470,"2CHIP, function: R, on date: 2024-01-17",committed-17_3558_16160_All
23696,cs_resurf,2023,8107,"2CHIP, function: R, on date: 2023-11-06",committed-18_926_8270_All
23703,cs_resurf,2023,756,"3CHIP, function: R, on date: 2024-03-13",committed-18_927_1270_All
23709,cs_resurf,2023,2030,"3CHIP, function: R, on date: 2024-03-13",committed-18_927_5050_All
23725,cs_resurf,2023,1333.3,"2CHIP, function: R, on date: 2024-03-13",committed-18_927_13200_All
23735,cs_resurf,2023,3498,"2CHIP, function: R, on date: 2023-11-07",committed-18_928_5150_All
23736,cs_resurf,2023,10362,"2CHIP, function: R, on date: 2023-11-07",committed-18_928_5680_All
23750,cs_resurf,2023,4473,"2CHIP, function: R, on date: 2023-11-07",committed-18_928_14600_All
23751,cs_resurf,2023,1960,"2CHIP, function: R, on date: 2023-11-07",committed-18_929_0_All
23765,cs_resurf,2023,16590,"COMB, function: R, on date: 2023-11-09",committed-18_930_0_All
23802,cs_resurf,2023,1330,"2CHIP, function: R, on date: 2023-11-08",committed-18_931_12050_All
23810,cs_resurf,2023,2244,"2CHIP, function: R, on date: 2023-11-08",committed-18_931_14150_All
23811,cs_resurf,2023,5644,"2CHIP, function: R, on date: 2023-11-08",committed-18_931_14480_All
23824,cs_resurf,2023,1116,"2CHIP, function: R, on date: 2023-11-09",committed-18_932_2880_All
23845,cs_resurf,2023,2380,"3CHIP, function: R, on date: 2023-11-09",committed-18_934_0_All
23847,cs_resurf,2023,1972,"3CHIP, function: R, on date: 2023-11-09",committed-18_934_410_All
23849,cs_resurf,2023,2108,"3CHIP, function: R, on date: 2023-11-09",committed-18_934_810_All
23893,cs_resurf,2023,1425,"2CHIP, function: R, on date: 2024-03-09",committed-18_1821_6570_All
23897,cs_resurf,2023,11850,"2CHIP, function: R, on date: 2023-11-06",committed-18_1821_7360_All
23911,cs_resurf,2023,2543.2,"2CHIP, function: R, on date: 2023-11-30",committed-19_510_3821_All
23916,cs_resurf,2023,1389.2,"2CHIP, function: R, on date: 2023-11-30",committed-19_510_5625_All
23917,cs_resurf,2023,3744.4,"2CHIP, function: R, on date: 2023-11-30",committed-19_510_5776_All
23933,ac_resurf,2023,900,"ACM, function: R, on date: 2024-02-16",committed-19_510_12100_All
23953,ac_resurf,2023,1564,"ACM, function: R, on date: 2024-02-13",committed-19_510_16780_All
23999,ac_resurf,2023,2178,"ACM, function: R, on date: 2023-09-28",committed-19_513_25_All
24000,ac_resurf,2023,561,"ACM, function: R, on date: 2023-09-28",committed-19_513_25_R1
24002,ac_resurf,2023,528,"ACM, function: R, on date: 2023-09-28",committed-19_513_110_R1
24017,cs_resurf,2023,5995,"2CHIP, function: R, on date: 2023-03-08",committed-19_513_10350_All
24018,cs_resurf,2023,4360,"2CHIP, function: R, on date: 2023-03-08",committed-19_513_10900_All
24032,cs_resurf,2023,3284.4,"1CHIP, function: R, on date: 2023-11-29",committed-19_514_108_All
24034,cs_rehab,2023,4590,"2CHIP, function: 1, on date: 2023-12-05",committed-19_514_1100_All
24035,cs_rehab,2023,2550,"2CHIP, function: 1, on date: 2023-12-06",committed-19_514_1550_All
24036,cs_rehab,2023,9384,"2CHIP, function: 1, on date: 2023-12-07",committed-19_514_1800_All
24041,cs_resurf,2023,2610,"2CHIP, function: R, on date: 2023-03-03",committed-19_514_5300_All
24042,cs_resurf,2023,2178,"2CHIP, function: R, on date: 2023-03-03",committed-19_514_5590_All
24046,cs_resurf,2023,3895,"2CHIP, function: R, on date: 2023-03-02",committed-19_514_8640_All
24047,cs_resurf,2023,5529,"2CHIP, function: R, on date: 2023-03-02",committed-19_514_9050_All
24048,cs_resurf,2023,3130.4,"2CHIP, function: R, on date: 2023-03-02",committed-19_514_9632_L1
